ext_recipe_id,title,category,subcategory,description,num_ingredients,num_steps,directions_text
36,Air Fryer Truffle Polenta Fries,Air Fryer Recipes,Air Fryer Recipes,"These air fryer truffle polenta fries, flavored with truffle-infused oil and truffle zest, are crispy on the outside, tender and juicy on the inside. I like to serve them alongside a steak—steak frites so to speak. Serve with any dipping sauce; I recommend a spicy mayo, marinara, ranch, or ketchup.",5,5,"Preheat an air fryer to 400 degrees F (200 degrees C) according to manufacturer's instructions. Line a baking sheet with paper towels; set aside.
Cut the tube of polenta in half widthwise. Cut each half in half lengthwise and then cut into 1/2-inch wide fry-shaped sticks.
Whisk truffle-infused olive oil and truffle zest in a bowl. Add fries and gently toss to coat.
Place fries in the basket of the air fryer in a single layer. Depending on the size of your air fryer, fries may need to be cooked in batches.
Cook for 10 minutes. Shake the basket and cook 5 minutes more. Using tongs, transfer fries to the prepared baking sheet. Garnish with Parmesan and chopped parsley."
37,Air Fryer Firecracker Salmon Bites,Air Fryer Recipes,Air Fryer Recipes,"These air fryer firecracker salmon bites get a quick, spicy, soy-ginger marinade before you pop them into the air fryer.",10,4,"Combine balsamic vinegar, brown sugar, oil, soy sauce, garlic, ginger, red pepper, and salt in a bowl and whisk well. Set aside half of marinade for serving.
Add salmon to remaining marinade in the bowl and toss lightly to coat. Cover with plastic wrap and marinate in the refrigerator for at least 30 minutes, and up to 4 hours.
Preheat the air fryer to 400 degrees F (200 degrees C) for 2 to 3 minutes, or according to manufacturer's instructions. Spray air fryer basket with nonstick cooking spray.
Add salmon in a single layer, cooking in batches if necessary, and cook until salmon flakes easily with a fork and is lightly browned and crisp around the edges, 6 to 8 minutes. Serve drizzled with reserved sauce."
38,Air Fryer Chicken Bites,Air Fryer Recipes,Air Fryer Recipes,"These air fryer chicken bites, seasoned with lemon, garlic, and Italian herbs, are a perfect addition to an appetizer tray, great to add to a salad, or as a main dish for a family dinner.",9,3,"Preheat an air fryer to 350 degrees F (175 degrees C) setting for 5 minutes.
Stir melted butter, olive oil, lemon juice, garlic, Italian seasoning, salt, paprika, and cayenne together in a large bowl. Add chicken pieces, and toss to coat thoroughly. Place chicken pieces in a single layer in the air fryer basket. You may have to cook them in batches.
Air fry in the preheated fryer until chicken is no longer pink at the center and juices run clear, 8 to 10 minutes. An instant-read thermometer inserted near the center should read 165 degrees F (74 degrees C)."
39,4 Ingredient Air Fryer Pepper Poppers,Air Fryer Recipes,Air Fryer Recipes,"These 4 ingredient air fryer pepper poppers have all the flavors you love in a popper but without the heat. If you like a tad of heat, feel free to add some pepper Jack cheese to the mixture. These will be the first thing to disappear at your next watch party.",4,4,"Preheat an air fryer to 390 degrees F (199 degrees C) according to manufacturer's instructions.
Quarter the bell pepper lengthwise. Remove stem, membrane, and seeds; discard. Cut each quarter in half lengthwise.
Mix cream cheese, ranch dip mix, and bacon bits together in a bowl until evenly combined. Using a spoon, divide mixture between pepper slices, about 1 1/2 to 2 teaspoons per slice.
Place stuffed bell peppers in the basket of the air fryer. Cook until cheese filling is lightly browned, 8 to 10 minutes. Check after 8 minutes as air fryers vary."
40,Air Fryer Bell Pepper Poppers,Air Fryer Recipes,Air Fryer Recipes,"When you want an appetizer, try these air fryer bell pepper poppers. Not everyone can take the heat of jalapeño peppers–no worries, though! Use brightly colored mini bell peppers, fill them with Boursin herb-flavored Gournay cheese, and add just a little piece of bacon to the top. Air fry in a single layer, cooking in batches, depending on the size of the air fryer.",4,4,"Preheat the air fryer to 400 degrees F (200 degrees C), according to manufacturer's directions.
Slice each mini-pepper in half, from stem to tip. Remove membranes and seeds. Fill each mini-pepper with Boursin and place a piece of bacon on top.
Place filled mini-pepper halves in a single layer in the air fryer and cook until bacon is as crisp as you like, 8 to 12 minutes. Air fry in batches, if necessary.
Place on a serving platter, garnish with parsley, and serve warm."
41,Air Fryer Cinnamon Roll Bites,Air Fryer Recipes,Air Fryer Recipes,"Serve these air fryer cinnamon roll bites to your family, and you'll see smiles all around the table. They're kid-sized and just a fun way to serve cinnamon rolls. Refrigerated cinnamon rolls are cut into bites, air fried, tossed in cinnamon sugar, and served with an orange-flavored creamy dip.",8,5,"Preheat an air fryer to 325 degrees F (165 degrees C) according to manufacturer's instructions. Add sugar and cinnamon to a large resealable plastic bag, and shake to combine.
Remove the 8 cinnamon rolls from the can, and set icing aside. Cut each roll into 4 equal pieces for a total of 32 bites.
Line the fryer basket with parchment paper. Place the bites in a single layer in the bottom of the basket, cook for 3 minutes, turn over using tongs, and cook until golden brown, another 2 to 3 minutes. Depending on the brand and size of your air fryer, you may have to cook in batches, and your timing may vary, so watch closely.
Meanwhile, prepare the dip. Add cream cheese, confectioner's sugar, orange zest, orange juice, and the packaged icing to a small bowl. Beat with an electric mixer on medium speed until you reach a dipping consistency, about 1 minute.
Drop the warm pieces into the sugar-cinnamon mixture, and shake. Transfer to a plate or basket, and serve with the dip."
42,Air Fryer Ham and Cheese Wraps,Air Fryer Recipes,Air Fryer Recipes,"These air fryer ham and cheese wraps couldn't get any easier, and all with only 5 ingredients. Think ham and melty cheese nestled in a warm and toasty tortilla. It's just the two of us and my air fryer basket is small, so I wrote this up for 2 servings, but the recipe can easily be doubled if you have a large air fryer or want to work in batches.",5,5,"Place tortillas on a clean work surface. Spread 1 tablespoon mustard in a thin, even layer over each tortilla, leaving a 1/2-inch edge free of mustard.
Place 2 slices of ham on each tortilla. Top each tortilla with 1 slice of cheese. Fold opposing edges of the tortilla to overlap the filling. Roll 1 of the opposing edges around the filling creating a burrito.
Preheat an air fryer to 400 degrees F (200 degrees C) according to manufacturer's instructions.
Brush tops of wraps with melted butter. Place wraps in the basket of the air fryer. Cook for 6 minutes.
Using tongs, transfer wraps to a cutting board. Cut in half and serve immediately."
43,Air Fryer Buffalo Cauliflower,Air Fryer Recipes,Air Fryer Recipes,Air fryer Buffalo cauliflower — a clever way to get your veggies without sacrificing that saucy flavor you love with buffalo wings. We always serve this with celery and carrot sticks and our favorite blue cheese dressing.,10,6,"Combine hot sauce, butter, and honey in a large bowl; whisk until well combined. Add cauliflower florets and stir until well coated.
Combine flour, cornstarch, garlic powder, seasoning salt, and paprika in a separate bowl, stirring well. Gradually sprinkle the flour mixture over the cauliflower florets, tossing until all florets are coated.
Preheat the air fryer to 390 degrees F (195 degrees C). Spray the fryer basket with olive oil spray or line with a parchment liner.
Transfer cauliflower florets to the air fryer basket in a single layer, making sure not to overcrowd the basket, so they'll crisp up and not turn soggy.
Air fry for 10 to 15 minutes, shaking the basket several times until the florets are lightly browned. They should be crispy, but not overcooked or mushy. You may have to cook in batches depending on the size of your air fryer. Time may vary depending on the size and brand of your air fryer.
Give the cauliflower a light drizzle of buffalo wing sauce when they come out of the air fryer, if desired. Serve with your choice of a creamy dipping sauce."
44,Air Fryer Honey-Mustard Chicken Thighs,Air Fryer Recipes,Air Fryer Recipes,"These air fryer honey-mustard chicken thighs prove that simple chicken recipes don't have to be boring! Jazz up your chicken thighs with this tasty, smoky, honey-mustard sauce. We like this served with mixed vegetables and a Caesar salad, for a quick, easy dinner.",9,5,"Preheat the air fryer to 390 degrees F (198 degrees C), if recommended by the manufacturer. Pat chicken thighs dry with paper towels.
For sauce, combine onion powder, garlic powder, smoked paprika, salt, and pepper in a small bowl. Stir in honey and Dijon mustard.
Spray one side of chicken thighs with olive oil spray, and place oiled side down in the air fryer in a single layer. Brush the tops of the chicken thighs with the sauce.
Air fry at 390 degrees F (198 degrees C) for 8 minutes.
Carefully turn chicken thighs, and brush with remaining sauce. Continue air frying until internal temperature of chicken reaches 165 degrees F (74 degrees C), when tested with an instant-read thermometer, 6 to 8 minutes more. Serve warm."
45,Air Fryer Hearts of Palm Sticks,Air Fryer Recipes,Air Fryer Recipes,"I'd never seen a recipe for air fryer hearts of palm sticks but I'd seen artichoke hearts and mozzarella sticks fried in the air fryer, so I thought...why not? What a pleasant surprise! They take on the look of mozzarella sticks but have a tangy, meaty texture in the center. I serve them with marinara sauce for dipping, and ranch salad dressing would also be great.",9,6,"Stir flour, salt, and pepper together in a shallow bowl. Beat egg with a fork in a separate shallow bowl. Stir together Italian breadcrumbs, Panko breadcrumbs, and grated Parmesan in a third shallow bowl.
Line a baking sheet with parchment paper.
Roll 1 heart of palm in seasoned flour, dip it in egg, then roll in seasoned bread crumbs. Place on the prepared baking sheet. Repeat with remaining hearts of palm.
Transfer the baking sheet to a freezer for 20 minutes.
Meanwhile, preheat an air fryer to 400 degrees F (200 degrees C).
Spray hearts of palm sticks with olive oil and place in the basket of the preheated air fryer. Cook for 6 minutes. Roll sticks over and cook until coating is crisp, about 6 minutes more. Serve immediately."
46,Air Fryer Cheesy Bacon Ranch French Fries,Air Fryer Recipes,Air Fryer Recipes,These simple cheesy bacon ranch fries are great as an appetizer or served with grilled burgers. It all starts with frozen fries so it's perfect for a last minute side or unexpected guests. They never disappoint. Garnish with chopped chives and serve with ranch salad dressing if desired.,6,4,"Preheat an air fryer to 400 degrees Fahrenheit (200 degrees C). Place frozen French fries in a large bowl.
Whisk olive oil and dry ranch salad mix in a separate small bowl until smooth. Pour olive oil mixture over the fries and toss to coat. Add bacon bits and salt. Toss again.
Place seasoned fries in the basket of the air fryer. Cook for 7 minutes. Shake the basket and cook 5 minutes more.
Sprinkle shredded cheese over the fries. Cook 2 minutes. Using a spatula, transfer to a serving platter and serve immediately."
